RecordID,Input,Instruction,Move,dir,amount,RopePiece,x,y
3625,R 6,1065,2,R,6,H,20,43
6200,L 1,1799,1,L,1,H,139,73
5463,D 7,1557,7,D,7,H,92,75
5100,D 9,1452,4,D,9,T,76,55
2758,R 3,873,2,R,3,T,38,27
4376,U 7,1258,4,U,7,H,67,65
4418,D 6,1268,4,D,6,H,76,62
2842,R 9,890,8,R,9,H,44,28
5926,D 6,1707,1,D,6,T,114,54
4082,U 5,1177,4,U,5,H,27,35
1058,D 1,468,1,D,1,T,21,24
4287,L 4,1229,3,L,4,H,65,70
1525,U 6,593,5,U,6,H,4,43
5395,D 13,1535,1,D,1,T,88,84
4477,D 8,1286,6,D,8,T,78,54
1572,U 6,606,3,U,6,H,27,37
10,R 2,7,2,R,2,H,1,-1
414,R 2,238,2,R,2,T,1,16
105,D 2,74,1,D,2,T,5,9
5528,U 7,1573,7,U,7,T,92,67
5906,D 17,1700,1,D,1,H,102,52
1530,L 2,596,1,L,2,H,5,43
706,R 3,354,1,R,3,T,13,26
3456,L 9,1029,4,L,9,H,14,32
2261,L 6,770,1,L,6,T,49,44
808,U 4,389,1,U,4,T,17,16
5759,D 3,1644,1,D,3,T,105,48
5728,D 9,1636,9,D,9,T,108,51
5936,R 3,1712,1,R,3,T,115,49
4282,L 10,1227,1,L,1,T,69,67
5510,L 9,1571,5,L,9,T,90,61
1672,D 4,634,1,D,4,T,48,60
1150,D 4,490,2,D,4,T,30,25
6729,U 7,1992,6,U,7,H,138,103
1573,U 6,606,4,U,6,H,27,38
1853,L 8,676,7,L,8,H,46,71
4278,U 4,1226,1,U,4,H,69,65
2408,D 5,797,2,D,5,H,26,28
3105,R 4,946,4,R,4,H,14,17
4790,U 10,1378,1,U,1,T,67,61
6086,U 9,1754,2,U,9,T,146,42
4490,L 3,1295,3,L,3,H,77,49
688,D 4,348,1,D,4,H,7,27
4995,R 9,1423,1,R,9,H,52,63
1862,D 1,678,1,D,1,T,51,71
4680,D 4,1348,3,D,4,T,56,45
888,R 5,414,5,R,5,T,18,19
2608,R 8,844,8,R,8,T,17,36
4126,L 2,1188,2,L,2,T,44,45
644,L 3,331,3,L,3,H,9,25
2747,L 7,871,7,L,7,T,38,18
1925,U 5,695,1,U,5,H,61,56
1006,D 5,453,2,D,5,H,11,37
2014,D 6,711,4,D,6,T,62,55
251,R 3,155,3,R,3,H,11,16
5320,U 9,1512,8,U,9,H,101,65
4397,R 9,1264,3,R,9,T,63,61
5755,L 8,1643,5,L,8,T,108,48
591,U 3,310,3,U,3,T,16,26
3277,R 6,993,3,R,6,T,33,23
1971,R 8,702,8,R,8,H,54,55
4819,R 8,1383,5,R,8,T,65,69
5922,R 4,1706,1,R,4,T,111,54
5456,U 15,1556,1,U,1,H,92,82
4010,R 2,1158,2,R,2,T,31,40
3732,D 8,1092,7,D,8,T,16,37
3935,L 4,1137,3,L,4,H,30,33
1226,U 5,509,4,U,5,H,15,23
1200,U 3,502,2,U,3,T,20,21
5614,U 8,1597,1,U,8,H,94,60
2637,R 2,850,1,R,2,H,20,37
5436,D 8,1550,1,D,8,H,88,86
2157,R 7,745,3,R,7,T,67,47
5934,U 11,1710,1,U,1,H,115,49
5890,L 8,1695,4,L,8,H,110,48
5381,L 9,1532,5,L,9,T,93,77
5348,U 7,1521,4,U,7,T,101,62
3714,U 7,1087,2,U,7,T,14,39
2358,D 8,787,6,D,8,H,29,27
3732,D 8,1092,7,D,8,H,16,36
6488,U 5,1898,5,U,5,H,139,79
1254,U 4,519,1,U,4,H,21,19
4335,R 12,1243,1,R,1,H,75,72
3972,R 10,1147,1,R,1,T,28,40
6133,R 5,1769,4,R,5,H,150,55
2317,U 5,779,4,U,5,H,41,38
6049,D 9,1738,9,D,9,T,156,42
5923,R 4,1706,2,R,4,T,112,54
4113,R 8,1184,6,R,8,H,42,37
3929,R 9,1136,6,R,9,T,29,33
1110,D 4,480,3,D,4,T,31,18
572,U 1,302,1,U,1,H,17,23
4556,D 5,1317,5,D,5,T,78,57
3242,U 4,985,1,U,4,H,19,15
3315,U 5,1000,5,U,5,T,33,33
3550,R 9,1049,8,R,9,T,14,29
2016,D 6,711,6,D,6,H,62,52
4844,L 7,1388,1,L,7,H,68,62
5270,D 8,1500,3,D,8,H,96,56
1279,D 4,526,1,D,4,H,26,17
4987,R 9,1420,8,R,9,T,49,61
6040,R 11,1737,1,R,1,T,155,49
1481,L 4,580,2,L,4,H,13,42
1056,D 3,466,3,D,3,H,21,23
966,D 4,442,4,D,4,T,12,33
5285,R 9,1502,6,R,9,H,102,55
1567,R 7,605,5,R,7,H,25,34
6690,U 19,1977,1,U,1,H,133,107
2898,L 2,902,2,L,2,H,33,1
5828,U 8,1671,8,U,8,T,91,52
6681,L 8,1974,3,L,8,T,140,104
1618,D 5,620,5,D,5,T,27,48
717,R 5,356,4,R,5,T,19,21
2976,D 6,920,4,D,6,T,21,-14
5813,R 4,1665,2,R,4,H,90,45
208,R 1,135,1,R,1,H,7,11
1681,R 7,635,6,R,7,T,54,56
6603,L 7,1943,2,L,7,T,150,86
5154,U 4,1466,4,U,4,H,80,54
3484,U 9,1035,5,U,9,T,18,43
3576,D 6,1058,4,D,6,T,15,32
680,D 2,345,1,D,2,T,4,29
5362,U 3,1526,3,U,3,T,95,68
3426,U 9,1024,1,U,9,T,18,26
5169,D 8,1468,7,D,8,H,88,47
6705,L 3,1984,1,L,3,H,133,98
6278,L 9,1827,4,L,9,T,139,76
3058,L 8,938,8,L,8,T,8,19
4905,D 6,1401,5,D,6,T,54,56
3261,U 8,988,5,U,8,H,26,23
3508,L 9,1039,4,L,9,T,21,40
864,R 5,408,1,R,5,H,17,21
3055,L 8,938,5,L,8,H,10,19
4349,D 6,1247,5,D,6,H,70,65
3501,R 6,1038,3,R,6,T,20,40
4026,R 8,1162,4,R,8,T,27,38
5316,U 9,1512,4,U,9,T,101,60
1502,R 2,588,2,R,2,T,14,43
4469,U 7,1285,5,U,7,H,78,57
4589,D 11,1324,1,D,1,T,70,47
6582,R 7,1934,3,R,7,H,137,85
6630,U 7,1949,4,U,7,T,130,89
3167,D 1,965,1,D,1,H,20,17
461,D 2,258,1,D,2,H,5,18
3469,R 9,1030,8,R,9,H,17,32
6522,L 13,1911,1,L,1,T,138,76
1610,R 5,619,2,R,5,T,23,52
2308,L 7,778,2,L,7,T,47,34
1830,U 4,671,4,U,4,T,49,64
1274,L 3,523,2,L,3,T,26,19
6376,U 5,1855,3,U,5,T,129,74
627,D 3,324,3,D,3,T,17,27
5880,D 17,1691,1,D,1,T,110,50
4200,L 9,1206,2,L,9,T,62,68
2202,U 3,757,3,U,3,T,63,48
4644,U 9,1337,5,U,9,H,55,51
4012,L 8,1160,1,L,8,H,31,41
3638,L 7,1068,6,L,7,T,21,42
3326,L 9,1004,2,L,9,T,35,38
4120,U 7,1187,3,U,7,H,45,41
4574,D 5,1321,1,D,5,T,79,51
3333,L 9,1004,9,L,9,T,28,38
2504,L 8,818,5,L,8,H,32,18
2949,U 4,914,4,U,4,T,26,0
891,R 4,416,1,R,4,T,18,19
5324,R 3,1514,2,R,3,T,101,65
2894,D 5,901,3,D,5,H,35,3
3941,U 8,1140,1,U,8,H,26,33
5685,R 9,1622,4,R,9,T,93,63
3158,U 2,961,1,U,2,H,22,14
5787,L 9,1657,3,L,9,H,99,44
4122,U 7,1187,5,U,7,H,45,43
1999,L 5,708,3,L,5,T,57,57
3018,U 5,930,4,U,5,T,24,7
1692,R 2,638,2,R,2,T,52,53
653,U 3,334,3,U,3,H,7,24
4170,L 2,1199,1,L,2,H,54,54
2738,U 4,869,3,U,4,T,44,17
5657,U 6,1605,6,U,6,T,89,65
4692,D 2,1352,2,D,2,H,56,48
6598,D 16,1939,1,D,1,T,148,85
6529,L 17,1916,1,L,1,H,135,78
3399,L 8,1019,8,L,8,H,24,31
4738,D 7,1365,1,D,7,T,63,59
4876,D 6,1393,4,D,6,T,59,64
1070,R 6,471,2,R,6,H,23,25
5440,D 8,1550,5,D,8,H,88,82
5315,U 9,1512,3,U,9,T,101,59
4550,L 2,1316,1,L,2,H,79,61
6559,R 2,1923,2,R,2,H,135,84
4246,R 7,1218,4,R,7,T,69,70
5636,L 5,1601,5,L,5,T,84,67
438,L 1,247,1,L,1,T,3,13
3144,R 7,958,6,R,7,H,17,21
2486,L 3,815,1,L,3,T,36,24
5222,L 4,1484,3,L,4,H,102,68
2790,R 4,880,1,R,4,T,36,30
5405,R 9,1540,6,R,9,T,92,86
4122,U 7,1187,5,U,7,T,45,42
1082,L 4,473,4,L,4,H,23,21
4378,U 7,1258,6,U,7,T,67,66
213,R 3,138,3,R,3,T,9,11
4732,D 2,1362,1,D,2,H,62,60
1303,U 5,532,1,U,5,H,24,19
4606,L 9,1327,7,L,9,T,72,45
511,U 2,277,1,U,2,H,13,18
5514,L 9,1571,9,L,9,H,85,61
1905,D 6,690,1,D,6,T,61,64
5581,D 6,1588,1,D,6,T,90,65
1140,D 6,488,4,D,6,T,30,23
4158,R 9,1195,1,R,9,H,47,53
4082,U 5,1177,4,U,5,T,27,34
2085,U 2,726,1,U,2,H,65,62
3606,R 9,1062,9,R,9,T,17,42
2260,R 4,769,4,R,4,H,50,44
5782,U 15,1654,1,U,1,T,102,43
5788,L 9,1657,4,L,9,T,99,44
6671,U 18,1967,1,U,1,H,140,103
4143,L 7,1192,7,L,7,T,42,44
6214,L 10,1804,1,L,1,H,142,72
5545,L 5,1579,1,L,5,T,91,72
6459,R 5,1889,3,R,5,T,136,90
970,U 4,443,4,U,4,T,12,35
1773,U 4,657,2,U,4,T,53,51
3001,U 8,926,3,U,8,T,22,-6
329,D 3,201,1,D,3,H,4,21
6610,U 16,1945,1,U,1,H,145,87
2384,U 2,793,1,U,2,H,29,35
785,L 3,379,1,L,3,T,21,14
3274,D 2,992,2,D,2,T,31,24
6331,L 7,1843,4,L,7,T,137,61
5681,U 2,1621,2,U,2,T,90,62
1101,U 5,478,4,U,5,H,26,19
5552,D 8,1581,2,D,8,H,87,71
792,D 4,382,1,D,4,T,18,15
2118,L 6,734,2,L,6,T,66,55
1811,U 7,664,4,U,7,T,48,60
6185,D 4,1788,4,D,4,T,140,68
3509,L 9,1039,5,L,9,H,19,40
2241,R 7,765,4,R,7,T,49,49
6307,D 7,1836,1,D,7,T,139,76
3029,U 7,932,7,U,7,H,21,16
6254,U 11,1819,1,U,1,H,150,80
5485,R 8,1565,4,R,8,T,89,69
5027,R 6,1430,2,R,6,H,68,59
6302,R 5,1833,3,R,5,T,137,76
6580,R 7,1934,1,R,7,H,135,85
4923,L 11,1408,1,L,1,H,51,58
4247,R 7,1218,5,R,7,H,71,70
3541,D 5,1048,4,D,5,H,7,30
4681,D 4,1348,4,D,4,H,56,43
5177,U 5,1471,5,U,5,T,88,50
2339,L 4,784,3,L,4,H,36,39
554,U 3,295,3,U,3,H,12,22
3168,L 1,966,1,L,1,T,20,17
3912,D 9,1131,8,D,9,T,22,37
5802,L 8,1661,5,L,8,T,89,46
4791,L 2,1379,1,L,2,T,67,61
2769,U 2,875,1,U,2,T,32,27
3629,R 6,1065,6,R,6,H,24,43
2604,R 8,844,4,R,8,H,14,36
324,R 2,198,1,R,2,T,3,19
3496,D 9,1036,8,D,9,H,18,40
1039,R 5,461,3,R,5,T,23,29
6548,L 9,1920,2,L,9,H,141,85
6156,L 7,1781,1,L,7,H,152,68
6518,L 4,1909,4,L,4,T,137,76
2808,U 7,885,4,U,7,T,37,28
3779,U 7,1102,2,U,7,T,5,29
1190,L 5,500,3,L,5,H,22,26
1095,R 4,477,2,R,4,T,23,15
3300,U 6,996,6,U,6,H,30,36
5361,U 3,1526,2,U,3,T,95,67
3262,U 8,988,6,U,8,H,26,24
2319,D 2,780,1,D,2,H,41,38
1491,U 1,584,1,U,1,H,14,41
5020,D 7,1429,2,D,7,H,66,64
333,U 2,203,1,U,2,H,5,20
974,U 3,445,1,U,3,T,10,36
5783,L 11,1655,1,L,1,T,102,43
3361,L 7,1010,5,L,7,T,30,38
180,D 2,121,2,D,2,H,1,19
6482,R 2,1897,1,R,2,H,138,74
3859,U 3,1116,1,U,3,T,26,43
1194,D 6,501,2,D,6,T,20,25
2356,D 8,787,4,D,8,T,29,30
5672,D 12,1616,1,D,1,H,92,60
3968,D 8,1146,5,D,8,H,28,42
2773,D 6,876,3,D,6,H,31,26
6513,L 5,1907,5,L,5,T,141,75
5350,U 7,1521,6,U,7,T,101,64
1036,D 3,460,3,D,3,H,21,29
3738,U 4,1095,3,U,4,T,16,37
4055,R 4,1170,3,R,4,T,33,29
3744,L 5,1096,5,L,5,H,11,39
6585,R 7,1934,6,R,7,H,140,85
3148,D 8,959,3,D,8,T,18,19
6003,R 6,1728,4,R,6,H,149,52
3730,D 8,1092,5,D,8,H,16,38
12,D 2,8,2,D,2,H,1,-3
2030,R 6,714,2,R,6,H,60,60
2209,L 8,758,7,L,8,H,56,49
4189,U 9,1204,1,U,9,H,62,61
1574,U 6,606,5,U,6,H,27,39
6467,D 8,1890,6,D,8,T,139,85
4127,R 5,1189,1,R,5,T,44,45
4873,D 6,1393,1,D,6,H,59,66
1427,R 4,566,4,R,4,H,29,36
2678,L 6,859,5,L,6,T,17,30
2932,D 2,911,1,D,2,H,17,1
4733,D 2,1362,2,D,2,H,62,59
5444,L 12,1551,1,L,1,H,87,79
3510,L 9,1039,6,L,9,T,19,40
3783,U 7,1102,6,U,7,T,5,33
1407,R 6,562,1,R,6,T,21,36
303,U 1,186,1,U,1,T,5,20
4603,L 9,1327,4,L,9,H,74,45
1726,D 5,646,4,D,5,H,48,50
4466,U 7,1285,2,U,7,H,78,54
5952,D 7,1715,4,D,7,H,122,50
3228,R 6,980,6,R,6,H,18,20
338,U 3,207,1,U,3,T,5,21
2885,L 7,899,3,L,7,H,37,6
3352,D 7,1009,3,D,7,T,34,43
516,L 4,278,4,L,4,H,9,19
2812,L 5,886,1,L,5,H,36,32
1586,R 2,612,2,R,2,H,30,42
3093,D 9,944,3,D,9,T,10,22
4308,R 13,1235,1,R,1,T,68,74
5095,R 5,1450,5,R,5,T,75,57
585,R 3,308,2,R,3,H,17,24
5729,L 15,1637,1,L,1,H,107,50
1932,L 7,696,3,L,7,T,59,60
387,D 3,229,3,D,3,H,2,9
5409,U 10,1541,1,U,1,H,96,87
5949,D 7,1715,1,D,7,T,121,54
999,D 3,451,1,D,3,H,11,38
2657,U 4,856,3,U,4,T,14,36
1167,U 6,494,3,U,6,T,28,24
744,D 5,366,4,D,5,H,21,19
4224,R 9,1213,7,R,9,T,59,70
5488,R 8,1565,7,R,8,H,93,69
1682,R 7,635,7,R,7,H,56,56
4329,U 5,1241,2,U,5,T,74,70
3719,U 7,1087,7,U,7,H,14,45
2051,U 7,718,5,U,7,T,66,54
4561,R 6,1318,5,R,6,T,82,56
6260,L 9,1823,3,L,9,H,147,79
359,R 2,218,2,R,2,T,8,16
3147,D 8,959,2,D,8,H,18,19
5251,L 6,1494,1,L,6,H,107,60
3619,D 8,1064,4,D,8,T,18,48
1511,D 5,591,2,D,5,H,10,41
5492,L 4,1566,3,L,4,H,91,69
215,U 3,140,1,U,3,T,9,11
1713,U 5,643,2,U,5,H,49,56
4382,D 2,1260,2,D,2,H,68,66
279,D 1,171,1,D,1,T,6,17
4333,D 2,1242,1,D,2,H,74,73
820,R 4,391,4,R,4,T,15,20
2405,R 6,796,5,R,6,H,25,30
5513,L 9,1571,8,L,9,H,86,61
2841,R 9,890,7,R,9,T,42,28
4843,R 6,1387,6,R,6,H,69,62
881,U 3,413,1,U,3,H,14,17
3586,L 6,1060,3,L,6,H,12,34
5746,D 7,1642,3,D,7,T,112,53
3116,R 7,949,4,R,7,H,18,16
4645,U 9,1337,6,U,9,H,55,52
5074,R 6,1443,3,R,6,H,69,53
494,D 4,270,1,D,4,H,14,24
3173,U 5,969,3,U,5,T,18,20
3856,L 9,1115,7,L,9,T,28,43
4707,U 9,1357,7,U,9,T,58,54
1503,L 6,589,1,L,6,T,14,43
2102,D 7,730,6,D,7,T,64,51
6332,L 7,1843,5,L,7,T,136,61
815,L 5,390,4,L,5,T,14,20
2460,L 6,809,2,L,6,T,30,25
4553,D 5,1317,2,D,5,H,78,59
6093,U 9,1754,9,U,9,T,145,49
6710,U 2,1986,2,U,2,H,132,100
6666,L 2,1964,1,L,2,H,142,100
3145,R 7,958,7,R,7,T,17,21
3548,R 9,1049,6,R,9,H,13,29
2118,L 6,734,2,L,6,H,65,55
4530,U 5,1309,4,U,5,T,76,59
2881,D 9,898,8,D,9,H,40,7
2598,U 6,843,4,U,6,H,10,34
866,R 5,408,3,R,5,H,19,21
4369,L 3,1256,1,L,3,T,69,60
3330,L 9,1004,6,L,9,T,31,38
6061,L 4,1743,2,L,4,T,160,38
1396,U 6,559,2,U,6,H,25,33
1437,L 5,568,4,L,5,H,25,42
1944,U 5,698,2,U,5,H,54,56
6022,R 9,1732,7,R,9,T,157,44
6363,U 7,1851,7,U,7,H,132,73
5505,R 13,1570,1,R,1,T,93,62
3872,D 7,1121,6,D,7,H,25,41
5028,R 6,1430,3,R,6,H,69,59
6664,U 2,1963,1,U,2,T,142,98
6626,L 9,1948,9,L,9,T,131,86
3641,D 8,1070,1,D,8,H,19,42
6054,R 5,1741,3,R,5,T,158,41
3447,D 9,1027,5,D,9,H,18,35
1850,L 8,676,4,L,8,T,50,71
3448,D 9,1027,6,D,9,T,18,35
2709,D 7,865,5,D,7,H,27,24
6208,L 4,1801,1,L,4,H,145,73
5677,L 3,1620,1,L,3,T,92,60
5114,R 5,1455,3,R,5,H,74,50
2696,R 8,862,8,R,8,H,23,33
5995,R 7,1723,7,R,7,T,145,51
484,L 2,265,2,L,2,T,10,23
1169,U 6,494,5,U,6,T,28,26
1439,D 4,569,1,D,4,T,25,42
5833,D 11,1676,1,D,1,H,90,53
6120,R 7,1765,3,R,7,T,145,56
2730,R 8,868,3,R,8,H,39,15
1159,R 5,492,1,R,5,H,25,22
4295,R 2,1231,2,R,2,H,66,75
4760,D 8,1368,3,D,8,H,68,58
6543,R 8,1918,6,R,8,H,141,86
3165,L 3,964,2,L,3,T,22,18
5708,D 8,1631,3,D,8,T,105,64
3569,L 5,1056,4,L,5,T,17,33
956,U 5,439,5,U,5,H,17,37
6175,D 3,1784,2,D,3,H,143,74
5342,L 6,1518,6,L,6,T,101,60
6720,D 4,1989,3,D,4,H,137,97
2682,U 6,860,3,U,6,T,15,32
5624,L 8,1599,2,L,8,T,94,66
6728,U 7,1992,5,U,7,H,138,102
4881,L 3,1394,3,L,3,T,57,61
1558,R 2,603,1,R,2,H,19,31
4785,D 6,1377,2,D,6,T,67,65
4703,U 9,1357,3,U,9,H,58,51
2560,D 1,834,1,D,1,T,15,37
3904,R 2,1130,2,R,2,T,21,44
1264,D 6,521,1,D,6,T,26,22
358,R 2,218,1,R,2,T,7,17
3192,R 2,973,1,R,2,H,17,21
5985,R 4,1721,2,R,4,T,136,50
3911,D 9,1131,7,D,9,T,22,38
3702,D 5,1082,4,D,5,H,15,33
6144,U 7,1773,3,U,7,H,152,62
2505,L 8,818,6,L,8,H,31,18
2889,L 7,899,7,L,7,T,34,6
4999,R 9,1423,5,R,9,T,55,63
3595,U 8,1061,6,U,8,T,9,39
5369,U 9,1529,4,U,9,T,96,70
4265,L 3,1222,2,L,3,H,76,61
2028,L 4,713,4,L,4,T,59,60
5092,R 5,1450,2,R,5,T,72,57
4356,L 10,1251,1,L,1,H,68,62
1509,R 1,590,1,R,1,H,10,43
4207,L 9,1206,9,L,9,H,54,69
3367,R 8,1011,4,R,8,H,31,38
3315,U 5,1000,5,U,5,H,33,34
983,D 4,447,1,D,4,T,4,39
3352,D 7,1009,3,D,7,H,34,42
3114,R 7,949,2,R,7,H,16,16
2393,L 9,795,2,L,9,H,27,30
4598,R 9,1325,9,R,9,T,77,46
1495,U 2,586,1,U,2,T,16,41
3987,R 6,1152,5,R,6,T,33,33
5185,R 9,1472,8,R,9,T,95,51
6113,L 6,1763,3,L,6,T,147,55
6486,U 5,1898,3,U,5,H,139,77
494,D 4,270,1,D,4,T,13,24
5314,U 9,1512,2,U,9,T,101,58
4563,D 5,1319,1,D,5,T,83,56
1900,D 5,688,3,D,5,T,61,66
3756,L 8,1098,5,L,8,H,6,32
3176,D 2,970,1,D,2,T,18,22
2657,U 4,856,3,U,4,H,14,37
5118,L 3,1456,2,L,3,H,74,50
5291,L 5,1504,2,L,5,T,104,55
3507,L 9,1039,3,L,9,T,22,40
5540,U 7,1578,3,U,7,T,91,68
3340,R 8,1005,7,R,8,H,34,38
911,U 5,426,1,U,5,H,24,25
800,L 3,385,2,L,3,T,17,14
4473,D 8,1286,2,D,8,T,78,58
2386,D 6,794,1,D,6,T,29,35
6078,L 9,1749,8,L,9,T,149,42
3258,U 8,988,2,U,8,T,26,19
3953,U 8,1143,3,U,8,T,25,41
1893,R 7,687,3,R,7,H,57,68
5502,D 7,1569,5,D,7,T,93,64
4126,L 2,1188,2,L,2,H,43,45
3642,D 8,1070,2,D,8,H,19,41
3042,D 4,935,4,D,4,T,22,21
2767,L 9,874,8,L,9,T,33,27
319,U 3,195,1,U,3,T,2,17
4391,D 5,1262,3,D,5,H,62,63
6342,U 9,1849,1,U,9,T,132,63
3369,R 8,1011,6,R,8,T,32,38
2614,L 7,845,6,L,7,T,13,36
823,U 4,392,3,U,4,H,16,23
4355,D 3,1250,3,D,3,H,69,62
2110,R 5,732,5,R,5,T,66,49
6683,L 8,1974,5,L,8,H,137,104
3469,R 9,1030,8,R,9,T,16,32
5488,R 8,1565,7,R,8,T,92,69
5484,R 8,1565,3,R,8,T,88,69
5756,L 8,1643,6,L,8,T,107,48
5219,R 8,1483,8,R,8,H,105,68
159,D 1,112,1,D,1,H,1,22
2660,R 7,857,2,R,7,H,16,38
373,D 3,225,3,D,3,H,10,15
6727,U 7,1992,4,U,7,H,138,101
4488,L 3,1295,1,L,3,H,79,49
4670,D 5,1344,3,D,5,H,53,49
2704,R 4,864,4,R,4,T,26,29
1653,D 7,630,1,D,7,T,41,62
1076,D 4,472,2,D,4,T,27,24
6742,D 3,1999,2,D,3,H,141,101
1365,L 6,548,4,L,6,H,27,26
4585,L 9,1323,6,L,9,H,72,47
5587,R 4,1589,1,R,4,T,91,60
753,R 4,369,1,R,4,H,18,21
59,L 1,42,1,L,1,T,5,9
3500,R 6,1038,2,R,6,T,19,40
3516,D 5,1041,2,D,5,T,16,39
3516,D 5,1041,2,D,5,H,16,38
6210,L 4,1801,3,L,4,H,143,73
661,U 3,338,1,U,3,H,5,30
1315,U 6,534,4,U,6,H,28,27
1855,R 7,677,1,R,7,T,46,71
2240,R 7,765,3,R,7,H,49,49
1134,U 6,487,4,U,6,T,30,23
660,L 1,337,1,L,1,H,5,29
2646,D 5,853,2,D,5,H,17,37
5042,D 4,1434,3,D,4,T,67,56
6730,U 7,1992,7,U,7,H,138,104
2236,L 6,764,5,L,6,H,47,49
3793,R 9,1103,9,R,9,H,14,35
4300,R 2,1233,1,R,2,H,67,79
6588,U 11,1936,1,U,1,H,141,85
4145,R 5,1193,2,R,5,T,42,44
2825,R 4,888,4,R,4,T,35,37
5541,U 7,1578,4,U,7,H,91,70
3237,R 4,983,4,R,4,H,19,18
1062,U 6,469,4,U,6,T,21,26
2336,R 6,783,6,R,6,H,39,39
2616,R 8,846,1,R,8,T,12,36
6471,D 7,1892,1,D,7,T,138,82
3921,D 4,1135,2,D,4,H,24,35
6456,U 18,1888,1,U,1,H,134,90
4975,U 8,1419,4,U,8,H,42,57
2703,R 4,864,3,R,4,T,25,29
4767,U 5,1369,2,U,5,T,68,54
5732,U 6,1638,3,U,6,H,107,53
5644,D 8,1603,7,D,8,H,83,61
1710,R 7,642,6,R,7,H,48,54
620,D 4,322,2,D,4,H,15,31
2093,D 7,727,7,D,7,H,65,56
106,D 2,74,2,D,2,H,5,7
168,L 2,116,2,L,2,H,2,20
5745,D 7,1642,2,D,7,H,112,53
3750,D 7,1097,6,D,7,T,11,34
5887,L 8,1695,1,L,8,T,114,48
5097,D 9,1452,1,D,9,T,75,57
4458,D 7,1283,4,D,7,H,75,55
2786,R 5,878,5,R,5,T,35,28
5657,U 6,1605,6,U,6,H,89,66
6532,U 8,1917,3,U,8,T,135,80
2759,R 3,873,3,R,3,H,40,27
5705,L 15,1630,1,L,1,H,105,66
146,L 1,103,1,L,1,H,1,17
5862,R 9,1685,8,R,9,T,104,59
3674,R 7,1076,3,R,7,H,21,33
6660,R 8,1962,5,R,8,T,139,98
292,L 3,178,3,L,3,T,3,18
823,U 4,392,3,U,4,T,16,22
4334,D 2,1242,2,D,2,T,74,73
6129,L 3,1768,3,L,3,H,146,55
4295,R 2,1231,2,R,2,T,65,75
6327,D 13,1842,1,D,1,H,140,61
4981,R 9,1420,2,R,9,T,43,61
5699,L 16,1625,1,L,1,H,105,64
5749,D 7,1642,6,D,7,T,112,50
3512,L 9,1039,8,L,9,H,16,40
3831,D 8,1110,3,D,8,H,32,41
6067,D 1,1747,1,D,1,T,157,39
5058,R 3,1440,2,R,3,T,70,47
4676,L 10,1346,1,L,1,T,55,47
5290,L 5,1504,1,L,5,H,104,54
4921,L 11,1406,1,L,1,H,52,57
3045,L 7,936,3,L,7,H,19,20
1229,D 5,510,2,D,5,T,15,23
3709,U 5,1085,4,U,5,T,16,36
3970,D 8,1146,7,D,8,H,28,40
6000,R 6,1728,1,R,6,H,146,52
4725,D 2,1360,2,D,2,T,62,56
1929,U 5,695,5,U,5,H,61,60
5971,D 5,1718,2,D,5,T,128,54
1581,R 3,610,2,R,3,T,28,41
4565,D 5,1319,3,D,5,T,84,54
6236,R 14,1811,1,R,1,T,148,77
41,U 2,30,1,U,2,H,7,6
6021,R 9,1732,6,R,9,T,156,44
6277,L 9,1827,3,L,9,H,139,76
3790,R 9,1103,6,R,9,H,11,35
2162,D 5,746,1,D,5,T,71,47
6253,R 16,1818,1,R,1,T,149,79
1209,U 3,505,2,U,3,H,17,22
3034,U 8,934,4,U,8,H,22,20
4237,U 6,1217,1,U,6,T,66,65
6194,U 4,1796,1,U,4,T,140,69
182,D 3,123,1,D,3,H,0,18
4014,L 8,1160,3,L,8,H,29,41
2391,D 6,794,6,D,6,T,29,31
2985,R 3,922,3,R,3,T,19,-17
4805,R 5,1381,5,R,5,T,69,69
6373,D 1,1854,1,D,1,H,129,72
6576,U 5,1931,4,U,5,H,135,85
1902,D 5,688,5,D,5,T,61,64
6711,L 13,1987,1,L,1,T,132,99
4870,U 6,1392,4,U,6,H,59,65
3357,L 7,1010,1,L,7,T,34,39
4855,R 6,1390,4,R,6,H,66,61
2450,R 2,806,2,R,2,T,37,24
2660,R 7,857,2,R,7,T,15,38
4036,R 5,1164,2,R,5,H,30,38
671,R 3,342,1,R,3,T,5,30
1956,L 8,700,3,L,8,H,51,53
5519,R 7,1572,5,R,7,T,89,61
676,L 5,343,3,L,5,H,5,29
3703,D 5,1082,5,D,5,H,15,32
3365,R 8,1011,2,R,8,H,29,38
2113,U 6,733,3,U,6,H,67,52
175,U 3,119,3,U,3,T,4,20
6268,D 5,1824,2,D,5,H,141,77
1571,U 6,606,2,U,6,T,27,35
3676,R 7,1076,5,R,7,H,23,33
2517,L 7,822,5,L,7,T,26,18
2603,R 8,844,3,R,8,H,13,36
4615,R 10,1330,1,R,1,H,71,50
5496,R 3,1568,2,R,3,H,92,68
1238,D 2,513,1,D,2,H,16,22
109,U 1,77,1,U,1,T,5,8
6096,D 15,1756,1,D,1,T,146,50
396,L 4,232,1,L,4,T,6,12
803,U 2,386,2,U,2,H,15,16
682,L 1,346,1,L,1,T,3,28
507,D 3,274,3,D,3,T,15,17
1529,R 2,595,2,R,2,T,5,43
